날짜,KOSPI,건설업,의약품,철강금속,증권,금융업,기계,화학,서비스업,전기전자,운수장비,유통업,음식료품
20220511,259227,0.7134434671958483,0.3755606080731724,0.6488028972807436,0.5241876812899281,0.5310634613870704,0.6125333941064266,0.3066482540266787,0.37801721666610194,0.36018426169888684,0.4206460970209882,0.5237692860020551,0.4530158166377509
20220510,259656,0.6973061806269112,0.3544506756284951,0.6349391081244675,0.5175305386498957,0.5050714307068476,0.5199718420091752,0.2749784969625133,0.35753713474162224,0.3310887647838716,0.38036670166662345,0.4838233491845849,0.47920999566736366
20220509,261081,0.40552982242164176,0.3560168358729603,0.6169435275137196,0.5146672933984738,0.5023613192923724,0.5439718922289254,0.279187070048735,0.3448537725349196,0.3516044325804115,0.36279229650219924,0.47932569041615203,0.44688144308923317
20220506,264451,0.3849113043997256,0.31945911457525633,0.5837875858431336,0.5101543164789125,0.4952636270275421,0.5158730164350742,0.2688305365357345,0.3290658041335404,0.30446665527485717,0.36596189593709627,0.4713804663466443,0.4231974717231455
20220504,267757,0.3665966657117689,0.28628507467440745,0.5401948445021036,0.4784232343437721,0.4463400580708683,0.45526327365813435,0.2497475925044067,0.3102700945947355,0.26853668279431897,0.34499657800933115,0.4104948659303558,0.37466326584066945
20220503,268046,0.370652405197007,0.33008096482227267,0.5708993570364815,0.49541297072516854,0.46689859808146794,0.5031522241573492,0.2655814581623952,0.3134013055617813,0.31239421481599794,0.39329195602274614,0.4328074993101301,0.36933261816330676
20220502,268745,0.3557833586975641,0.3630399581059318,0.5878923738685451,0.4953562443422773,0.46699192175751447,0.5266654287475085,0.26541050768736374,0.30549281819570223,0.33578027789947407,0.3782930338313224,0.4398363921017481,0.37830867522955325
20220429,269505,0.3459124593128739,0.3519578706470414,0.5737952400675312,0.46683417570238295,0.4541668691259022,0.5675507042792121,0.24887874153627532,0.2968766040025674,0.31360353305922106,0.40388758934024316,0.41109634870707445,0.3247578339474666
20220428,266749,0.3517627171559195,0.36175921797579114,0.6094999830597188,0.47403950767009195,0.46865532692345546,0.6207542875543721,0.2741457824674436,0.29762630581379873,0.31047429021740713,0.41947359726178846,0.4804284599796742,0.36610481288435404
20220427,263906,0.3574010767405495,0.37744312639336974,0.6707718881887976,0.4927893210348696,0.4998734549544044,0.6588346481613336,0.2866918916317488,0.31126758921250214,0.34967313830612734,0.4782040807018648,0.500290907824477,0.4269079393008961
20220426,266831,0.33517950806307156,0.33211735480264304,0.649182155623454,0.46562633366620576,0.5080477720364867,0.5898411444567482,0.2854537545581938,0.3034146173629024,0.327439872480066,0.4607335739314675,0.4704039239262485,0.4600559527020107
20220425,265713,0.35127161373152677,0.34045450864926474,0.6473790330749944,0.48404341210677304,0.5534158815378276,0.6552863070778301,0.30049872154902957,0.30058946952249493,0.3405477431676447,0.4546936871690834,0.48302668445821295,0.462267645249983
20220422,270471,0.3345897199860835,0.30050534220619074,0.5822269440621985,0.44240148927979706,0.5251960441813559,0.6125290678318569,0.26766407126404024,0.26816263847672533,0.285596045557704,0.40669560339242294,0.4204654629525302,0.41181484215475894
20220421,272821,0.30593700049157396,0.28116526296237043,0.523214852223538,0.4092660507963747,0.47091638986430473,0.5252305775483719,0.2305677025311873,0.24264519478187702,0.23662238527091572,0.3694835525159703,0.391849185929666,0.415328042602082
20220420,271869,0.31313913246691266,0.31837258075100405,0.4820181050709167,0.4100870293675326,0.486419336146632,0.5513691702056405,0.23508556267191616,0.2516608119614025,0.2505773671994702,0.3986716630129441,0.3957662687605996,0.3968857401317125
20220419,271889,0.3067131435164328,0.3315776849473937,0.48441075271716105,0.39796423250937096,0.4637166785260638,0.5793799184805377,0.22634444000275977,0.2358175218410818,0.2575099692479901,0.4045078228859864,0.3800292968990471,0.386168471822983
20220418,269321,0.348856891885915,0.38544011140036405,0.5232525401104013,0.4157734256834441,0.5306650821691181,0.6134420481589444,0.2643403605560113,0.2511790484069532,0.28550409802198695,0.44211409471509855,0.46116924327976383,0.40704429621762417
20220415,269606,0.3414798673000233,0.3825866444711967,0.49847553440167935,0.43158351920978844,0.523808239205727,0.6079045016433793,0.26839023183306066,0.267142010301795,0.31762684703295596,0.41214833216604263,0.4581563579928418,0.3798317178130004
20220414,271671,0.3341830775250782,0.36105579680967503,0.4877954336322514,0.4088967455558946,0.511465842844361,0.6059768568184567,0.26647212421790734,0.25916452501900494,0.3036965395924871,0.40515399126036034,0.4619010316647798,0.3636659462839873
20220413,271649,0.31690024215838813,0.3461196868057439,0.47661384870378853,0.40436398388813954,0.4803306075688061,0.6145449386735415,0.2428426909867527,0.26686342283595194,0.32576822755513835,0.3804735620437931,0.4709569429156879,0.3016817534633094
20220412,266676,0.3361658590190824,0.34244143595221344,0.5137697854234053,0.42414203948431417,0.5240363242020176,0.6293649619374819,0.2448698499303682,0.27576726357074216,0.33306061775566764,0.40000942380613025,0.5133694374654283,0.35458942503083124
20220411,269310,0.31772445827824397,0.28763805505155116,0.4735470063517484,0.39347492118506555,0.4930210140011735,0.5824851273904805,0.22812704005207418,0.2532510862095955,0.31954306141207134,0.37069508457121825,0.4607227061592152,0.3141694218916049
20220408,270039,0.2990692283577297,0.28373164835795395,0.44241995161809267,0.3632604026231029,0.4401345999363906,0.5266147915696231,0.20492808947575447,0.24749868204831854,0.2706438863364029,0.35180080947426084,0.43224905533897706,0.2731389007953715
20220407,269586,0.28990533830891313,0.2838477234935721,0.42621885897148437,0.35357416174681167,0.4230253106918569,0.487834538212093,0.20403750621447192,0.24309780062468883,0.2787198327890026,0.34446504057196026,0.42421657536231683,0.33261114926012203
20220406,273503,0.2702012702851833,0.2579969983112307,0.35350019091251483,0.31220393919177003,0.38064424059338964,0.34703183753592226,0.2024798605458239,0.24510352229276217,0.24423120150581834,0.3160390348356521,0.41020964085905476,0.2936160685129967
20220405,275920,0.2457287744227749,0.22509409501054534,0.33700280784197667,0.2754871620001088,0.36222926917336995,0.25098938286275985,0.11433835834180128,0.21853654247034277,0.19434395482742173,0.2850300037309972,0.40340219649645537,0.25863962475615665
20220404,275790,0.2649852526572933,0.2215325205015024,0.3733315349298931,0.3060380212163508,0.4038918483669238,0.2963816331479796,0.13499904398021445,0.24884177985719586,0.24581051548535737,0.32784788752790095,0.44126305981624325,0.2945012628910866
20220401,273985,0.26194474055016576,0.21111347371603362,0.3893100742983828,0.3073097519801399,0.4168488763412159,0.31204843858126363,0.13638451157284837,0.23466977709886855,0.24881392337563546,0.3316634411814743,0.4855709115266782,0.3007391585650714
20220331,275765,0.25869052442179247,0.20468870545838458,0.39383169992449485,0.3182313765369421,0.4299489389194522,0.2833306317553461,0.1296034251726741,0.2325910029583203,0.2538592325209412,0.3115397534940365,0.42823961773352304,0.23176416685314383
20220330,274674,0.24586330707844134,0.24039437417564757,0.3997495064470098,0.32014252377288177,0.42701959825844504,0.24360388724981297,0.13121521733344332,0.24777140347839005,0.2828469974747234,0.30516795143148423,0.39541089719470257,0.24183893418967628
